4679 -9999 4679 9999
4679 9999 -10000 9999
-10000 9999 -10000 -9999
-10000 -9999 4679 -9999
5925 2396 5925 9999
5925 9999 4679 9999
4679 9999 4679 2396
4679 2396 5925 2396
6277 2512 6277 9999
6277 9999 5925 9999
5925 9999 5925 2512
5925 2512 6277 2512
7792 6378 7792 9999
7792 9999 6277 9999
6277 9999 6277 6378
6277 6378 7792 6378
8362 2512 8362 9999
8362 9999 7792 9999
7792 9999 7792 2512
7792 2512 8362 2512
8465 2396 8465 9999
8465 9999 8362 9999
8362 9999 8362 2396
8362 2396 8465 2396
8636 -9999 8636 9999
8636 9999 8465 9999
8465 9999 8465 -9999
8465 -9999 8636 -9999
8706 7370 8706 9999
8706 9999 8636 9999
8636 9999 8636 7370
8636 7370 8706 7370
9999 -9999 9999 9999
9999 9999 8706 9999
8706 9999 8706 -9999
8706 -9999 9999 -9999
