45.4054054054054035 6.891891891891885 45.4054054054054035 43.5135135135135158
45.4054054054054035 43.5135135135135158 40 30
40 30 40 15
40 15 45.4054054054054035 6.891891891891885
50 -0 50 -0
50 -0 39.0909090909090864 16.3636363636363598
39.0909090909090864 16.3636363636363598 39.0909090909090864 16.3636363636363598
39.0909090909090864 16.3636363636363598 50 -0
40 10 40 15
40 15 39.0909090909090864 16.3636363636363598
39.0909090909090864 16.3636363636363598 39.0909090909090864 16.3636363636363527
39.0909090909090864 16.3636363636363527 40 10
