52.8698 48.396 52.8698 55.1165
52.8698 55.1165 41.4567 70.9857
41.4567 70.9857 41.4567 59.7683
41.4567 59.7683 52.8698 48.396
57.1111 49.2193 57.1111 84.0859
57.1111 84.0859 40.8988 89.3134
40.8988 89.3134 40.8988 71.7613
40.8988 71.7613 57.1111 49.2193
59.9731 49.7748 59.9731 83.1631
59.9731 83.1631 57.1111 84.0859
57.1111 84.0859 57.1111 49.2193
57.1111 49.2193 59.9731 49.7748
63.9454 50.5459 63.9454 50.5459
63.9454 50.5459 59.9731 76.4531
59.9731 76.4531 59.9731 49.7748
59.9731 49.7748 63.9454 50.5459
63.9454 50.5459 63.9454 81.8823
63.9454 81.8823 59.9731 83.1631
59.9731 83.1631 59.9731 76.4531
59.9731 76.4531 63.9454 50.5459
