0 -9999 -0 9999
-0 9999 -10000 9999
-10000 9999 -10000 -9999
-10000 -9999 0 -9999
10 50 10 9999
10 9999 -0 9999
-0 9999 -0 80
-0 80 10 50
18.4210526315789487 47.3684210526315752 18.4210526315789451 9999
18.4210526315789451 9999 10 9999
10 9999 10 60
10 60 18.4210526315789487 47.3684210526315752
10.5 48.5 10.5 59.25
10.5 59.25 10 60
10 60 10 50
10 50 10.5 48.5
20 47.1428571428571388 20 9999
20 9999 18.4210526315789451 9999
18.4210526315789451 9999 18.4210526315789451 47.3684210526315823
18.4210526315789451 47.3684210526315823 20 47.1428571428571388
18.4210526315789487 47.3684210526315752 18.4210526315789451 9999
18.4210526315789451 9999 10 9999
10 9999 10 60
10 60 18.4210526315789487 47.3684210526315752
18.4210526315789451 47.3684210526315823 18.4210526315789487 47.3684210526315752
18.4210526315789487 47.3684210526315752 10.5 59.25
10.5 59.25 10.5 48.5
10.5 48.5 18.4210526315789451 47.3684210526315823
15 35 15 47.8571428571428612
15 47.8571428571428612 10.5 48.5
10.5 48.5 10.5 48.5
10.5 48.5 15 35
0 -9999 -0 80
-0 80 -0 80
-0 80 0 -9999
0 -9999 0 -9999
10.5 48.5 10.5 48.5
10.5 48.5 -0 80
-0 80 -0 50
-0 50 10.5 48.5
10 -9999 10 48.5714285714285694
10 48.5714285714285694 -0 50
-0 50 0 -9999
0 -9999 10 -9999
20 47.1428571428571388 20 9999
20 9999 18.4210526315789451 9999
18.4210526315789451 9999 18.4210526315789451 47.3684210526315823
18.4210526315789451 47.3684210526315823 20 47.1428571428571388
18.4210526315789487 47.3684210526315752 18.4210526315789451 9999
18.4210526315789451 9999 10 9999
10 9999 10 60
10 60 18.4210526315789487 47.3684210526315752
18.4210526315789451 47.3684210526315823 18.4210526315789487 47.3684210526315752
18.4210526315789487 47.3684210526315752 10.5 59.25
10.5 59.25 10.5 48.5
10.5 48.5 18.4210526315789451 47.3684210526315823
18.4210526315789487 38.4210526315789451 18.4210526315789451 47.3684210526315823
18.4210526315789451 47.3684210526315823 15 47.8571428571428612
15 47.8571428571428612 15 35
15 35 18.4210526315789487 38.4210526315789451
20 45 20 47.1428571428571388
20 47.1428571428571388 18.4210526315789451 47.3684210526315823
18.4210526315789451 47.3684210526315823 18.4210526315789487 47.3684210526315752
18.4210526315789487 47.3684210526315752 20 45
20 40 20 45
20 45 18.4210526315789487 47.3684210526315752
18.4210526315789487 47.3684210526315752 18.4210526315789487 38.4210526315789451
18.4210526315789487 38.4210526315789451 20 40
10 50 10 9999
10 9999 -0 9999
-0 9999 -0 80
-0 80 10 50
18.4210526315789487 47.3684210526315752 18.4210526315789451 9999
18.4210526315789451 9999 10 9999
10 9999 10 60
10 60 18.4210526315789487 47.3684210526315752
10.5 48.5 10.5 59.25
10.5 59.25 10 60
10 60 10 50
10 50 10.5 48.5
20 47.1428571428571388 20 9999
20 9999 18.4210526315789451 9999
18.4210526315789451 9999 18.4210526315789451 47.3684210526315823
18.4210526315789451 47.3684210526315823 20 47.1428571428571388
18.4210526315789487 47.3684210526315752 18.4210526315789451 9999
18.4210526315789451 9999 10 9999
10 9999 10 60
10 60 18.4210526315789487 47.3684210526315752
18.4210526315789451 47.3684210526315823 18.4210526315789487 47.3684210526315752
18.4210526315789487 47.3684210526315752 10.5 59.25
10.5 59.25 10.5 48.5
10.5 48.5 18.4210526315789451 47.3684210526315823
15 35 15 47.8571428571428612
15 47.8571428571428612 10.5 48.5
10.5 48.5 10.5 48.5
10.5 48.5 15 35
15 35 15 35
15 35 10.5 48.5
10.5 48.5 10.5 30.5
